0.895    0.15800000000000003
1.955    0.28600000000000003
4.869999999999999    0.7080000000000002
8.885    1.5679999999999996
18.9    2.761000000000003
25.92    2.437000000000001
34.155    2.6529999999999987
0.77    0.17300000000000004
1.915    0.244
4.630000000000001    0.5830000000000002
8.46    1.75
17.085    2.562000000000001
23.16    2.7020000000000053
31.25    3.2019999999999946
1.37    0.30400000000000005
2.5199999999999996    0.5150000000000001
5.775    0.5480000000000009
10.77    1.1830000000000016
22.955    2.2099999999999973
32.92    2.886999999999997
40.754999999999995    2.421999999999997
