616460.0    5066.79999999993
622824.0    6983.20000000007
642724.0    3289.5999999999767
676576.0    6348.0
792904.0    15695.599999999977
938816.0    25182.400000000023
1059418.0    47011.99999999988
580296.0    1460.8000000000466
587108.0    3436.8000000000466
599686.0    2031.5999999999767
633670.0    8495.599999999977
766438.0    16830.400000000023
881284.0    29238.399999999907
1024240.0    24873.199999999953
652347.5    8336.899999999907
695620.5    8518.600000000093
713982.0    8567.100000000093
769006.5    11390.400000000023
891734.0    18633.199999999953
1022222.0    23006.0
1192893.5    32073.600000000093
